REDE;SUBREDE;TIPO;CODIGO;CLIENTE;BAIRRO;CIDADE;CLASSE ;LATITUDE;LONGITUDE;PRODUTO;VENDA;DEVOLUCAO;% DEV
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;BEBIDA LACTEA  BANDEJA MORANGO VALEMILK 540G;200;64;32,00%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;BEBIDA LACTEA BANDEJA MOR/SF VALEMILK 540G;832;482,5;57,99%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;BEBIDA LACTEA BANDEJA MORANGO DIPAULA 510G;360;96;26,67%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;BEBIDA LACTEA DE AMEIXA VALE MILK 900G;355,2;3,7;1,04%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;BEBIDA LACTEA DE GOIABA VALE MILK 900G;222;3,7;1,67%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;BEBIDA LACTEA DE GRAVIOLA VALE MILK 900G;266,4;0;0,00%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;BEBIDA LACTEA DE MORANGO DIPAULA 900G;1274,4;78,4;6,15%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;BEBIDA LACTEA DE MORANGO VALE MILK 450G;0;0;0,00%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;BEBIDA LACTEA DE MORANGO VALE MILK 900G;444;0;0,00%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;BEBIDA LACTEA DE SALADA DE FRUTA VALE MILK 450G;0;0;0,00%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;BEBIDA LACTEA DE SALADA DE FRUTA VALE MILK 900G;310,8;3,7;1,19%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;COALHADA DESNATADA VALE MILK 140G;85,1;13,8;16,22%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;COALHADA INTEGRAL VALE MILK 140G;110,4;6,9;6,25%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;DOCE DE LEITE VALE MILK 400G;853,2;7,9;0,93%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;DOCE DE LEITE ZERO LACT VALE MILK 300G;0;0;0,00%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;GAR IOG TRIPLO ZERO AMEIXA VALE MILK 170G;75;0;0,00%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;GAR IOG TRIPLO ZERO MORANGO VALE MILK 170G;180;0;0,00%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;GAR IOGURTE AMEIXA VALE MILK 170G;40,8;0;0,00%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;GAR IOGURTE MORANGO VALE MILK 170G;26,4;9,2;34,85%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;GAR IOGURTE MORANGO VALE MILK 900G;228;91,2;40,00%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;GAR IOGURTE SALADA DE FRUTAS VALE MILK 170G;55,2;25,3;45,83%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;GAR IOGURTE SALADA DE FRUTAS VALE MILK 900G;182,4;98,8;54,17%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;IOGURTE BICAMADA MORANGO VALE MILK 130G;210;27,3;13,00%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;IOGURTE NATURAL DESNATADO VALE MILK 150G;107,5;10;9,30%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;IOGURTE NATURAL INTEGRAL VALE MILK 150G;420;0;0,00%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;IOGURTE NATURAL LAR/CEN/MEL VALE MILK 150G;120;0;0,00%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;MANTEIGA DA TERRA VALE MILK 190G;153;0;0,00%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;MANTEIGA GHEE VALE MILK 160G;64;0;0,00%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;MANTEIGA GHEE VALE MILK 3KG;0;0;0,00%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;MANTEIGA VALE MILK 200G;775,2;0;0,00%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;MANTEIGA VALE MILK 500G;480;55,5;11,56%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;MISTURA DE REQUEIJAO LIGHT DIPAULA 200G;355,2;0;0,00%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;MISTURA DE REQUEIJAO LIGHT DIPAULA 400G;0;0;0,00%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;MISTURA DE REQUEIJAO TRAD DIPAULA 200G;266,4;0;0,00%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;MISTURA DE REQUEIJAO TRAD DIPAULA 400G;0;0;0,00%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;NATA COM SAL VALE MILK 200G;158,4;0;0,00%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;QUEIJO COALHO LIGHT VALE MILK 500G;398,19;0;0,00%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;QUEIJO COALHO TRAD VALE MILK 4KG;0;0;0,00%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;QUEIJO COALHO TRAD VALE MILK 500G;606,272;626,4700092;103,33%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;QUEIJO COALHO ZERO LAC VALE MILK 500G;538,692;0;0,00%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;QUEIJO MINAS FRESCAL LIGHT VALE MILK 250G;159,684;9,24;5,79%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;QUEIJO MINAS FRESCAL TRAD VALE MILK 250G;229,928;0;0,00%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;QUEIJO MINAS FRESCAL ZERO VALE MILK 250G;166,23;0;0,00%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;REQUEIJAO BISNAGA VALE MILK 400G;0;0;0,00%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;REQUEIJAO LIGHT VALE MILK 200G;297,6;0;0,00%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;REQUEIJAO LIGHT VALE MILK 400G;1120,8;0;0,00%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;REQUEIJAO TRAD VALE MILK 200G;223,2;0;0,00%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;REQUEIJAO TRAD VALE MILK 400G;343,2;189;55,07%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;REQUEIJAO ZERO LAC VALE MILK 200G;420;0;0,00%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;RICOTA VALE MILK 200G;257,715;5,2399982;2,03%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;Total;13972,511;1907,850007;13,65%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;Total;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;;13972,511;1907,850007;13,65%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;153;SUPER PORTUGAL - BRAGANCA;GRANJA PORTUGAL;FORTALEZA;C;-3.7807845;-38.5966783;BEBIDA LACTEA  BANDEJA MORANGO VALEMILK 540G;231;6,6;2,86%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;153;SUPER PORTUGAL - BRAGANCA;GRANJA PORTUGAL;FORTALEZA;C;-3.7807845;-38.5966783;BEBIDA LACTEA BANDEJA MOR/SF VALEMILK 540G;0;0;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;153;SUPER PORTUGAL - BRAGANCA;GRANJA PORTUGAL;FORTALEZA;C;-3.7807845;-38.5966783;BEBIDA LACTEA BANDEJA MORANGO DIPAULA 510G;990;0;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;153;SUPER PORTUGAL - BRAGANCA;GRANJA PORTUGAL;FORTALEZA;C;-3.7807845;-38.5966783;BEBIDA LACTEA DE AMEIXA VALE MILK 900G;0;0;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;153;SUPER PORTUGAL - BRAGANCA;GRANJA PORTUGAL;FORTALEZA;C;-3.7807845;-38.5966783;BEBIDA LACTEA DE GOIABA VALE MILK 900G;0;0;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;153;SUPER PORTUGAL - BRAGANCA;GRANJA PORTUGAL;FORTALEZA;C;-3.7807845;-38.5966783;BEBIDA LACTEA DE GRAVIOLA VALE MILK 900G;0;0;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;153;SUPER PORTUGAL - BRAGANCA;GRANJA PORTUGAL;FORTALEZA;C;-3.7807845;-38.5966783;BEBIDA LACTEA DE MORANGO DIPAULA 900G;0;0;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;153;SUPER PORTUGAL - BRAGANCA;GRANJA PORTUGAL;FORTALEZA;C;-3.7807845;-38.5966783;BEBIDA LACTEA DE MORANGO VALE MILK 450G;0;0;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;153;SUPER PORTUGAL - BRAGANCA;GRANJA PORTUGAL;FORTALEZA;C;-3.7807845;-38.5966783;BEBIDA LACTEA DE MORANGO VALE MILK 900G;0;0;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;153;SUPER PORTUGAL - BRAGANCA;GRANJA PORTUGAL;FORTALEZA;C;-3.7807845;-38.5966783;BEBIDA LACTEA DE SALADA DE FRUTA VALE MILK 450G;0;0;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;153;SUPER PORTUGAL - BRAGANCA;GRANJA PORTUGAL;FORTALEZA;C;-3.7807845;-38.5966783;BEBIDA LACTEA DE SALADA DE FRUTA VALE MILK 900G;0;0;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;153;SUPER PORTUGAL - BRAGANCA;GRANJA PORTUGAL;FORTALEZA;C;-3.7807845;-38.5966783;COALHADA DESNATADA VALE MILK 140G;0;0;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;153;SUPER PORTUGAL - BRAGANCA;GRANJA PORTUGAL;FORTALEZA;C;-3.7807845;-38.5966783;COALHADA INTEGRAL VALE MILK 140G;54;11;20,37%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;153;SUPER PORTUGAL - BRAGANCA;GRANJA PORTUGAL;FORTALEZA;C;-3.7807845;-38.5966783;DOCE DE LEITE VALE MILK 400G;0;0;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;153;SUPER PORTUGAL - BRAGANCA;GRANJA PORTUGAL;FORTALEZA;C;-3.7807845;-38.5966783;DOCE DE LEITE ZERO LACT VALE MILK 300G;0;0;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;153;SUPER PORTUGAL - BRAGANCA;GRANJA PORTUGAL;FORTALEZA;C;-3.7807845;-38.5966783;GAR IOG TRIPLO ZERO AMEIXA VALE MILK 170G;0;0;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;153;SUPER PORTUGAL - BRAGANCA;GRANJA PORTUGAL;FORTALEZA;C;-3.7807845;-38.5966783;GAR IOG TRIPLO ZERO MORANGO VALE MILK 170G;0;0;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;153;SUPER PORTUGAL - BRAGANCA;GRANJA PORTUGAL;FORTALEZA;C;-3.7807845;-38.5966783;GAR IOGURTE AMEIXA VALE MILK 170G;0;0;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;153;SUPER PORTUGAL - BRAGANCA;GRANJA PORTUGAL;FORTALEZA;C;-3.7807845;-38.5966783;GAR IOGURTE MORANGO VALE MILK 170G;0;0;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;153;SUPER PORTUGAL - BRAGANCA;GRANJA PORTUGAL;FORTALEZA;C;-3.7807845;-38.5966783;GAR IOGURTE MORANGO VALE MILK 900G;0;0;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;153;SUPER PORTUGAL - BRAGANCA;GRANJA PORTUGAL;FORTALEZA;C;-3.7807845;-38.5966783;GAR IOGURTE SALADA DE FRUTAS VALE MILK 170G;0;0;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;153;SUPER PORTUGAL - BRAGANCA;GRANJA PORTUGAL;FORTALEZA;C;-3.7807845;-38.5966783;GAR IOGURTE SALADA DE FRUTAS VALE MILK 900G;0;0;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;153;SUPER PORTUGAL - BRAGANCA;GRANJA PORTUGAL;FORTALEZA;C;-3.7807845;-38.5966783;IOGURTE BICAMADA MORANGO VALE MILK 130G;0;0;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;153;SUPER PORTUGAL - BRAGANCA;GRANJA PORTUGAL;FORTALEZA;C;-3.7807845;-38.5966783;IOGURTE NATURAL DESNATADO VALE MILK 150G;0;0;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;153;SUPER PORTUGAL - BRAGANCA;GRANJA PORTUGAL;FORTALEZA;C;-3.7807845;-38.5966783;IOGURTE NATURAL INTEGRAL VALE MILK 150G;234;0;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;153;SUPER PORTUGAL - BRAGANCA;GRANJA PORTUGAL;FORTALEZA;C;-3.7807845;-38.5966783;IOGURTE NATURAL LAR/CEN/MEL VALE MILK 150G;0;0;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;153;SUPER PORTUGAL - BRAGANCA;GRANJA PORTUGAL;FORTALEZA;C;-3.7807845;-38.5966783;MANTEIGA DA TERRA VALE MILK 190G;53,4;0;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;153;SUPER PORTUGAL - BRAGANCA;GRANJA PORTUGAL;FORTALEZA;C;-3.7807845;-38.5966783;MANTEIGA GHEE VALE MILK 160G;0;0;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;153;SUPER PORTUGAL - BRAGANCA;GRANJA PORTUGAL;FORTALEZA;C;-3.7807845;-38.5966783;MANTEIGA GHEE VALE MILK 3KG;0;0;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;153;SUPER PORTUGAL - BRAGANCA;GRANJA PORTUGAL;FORTALEZA;C;-3.7807845;-38.5966783;MANTEIGA VALE MILK 200G;275,4;0;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;153;SUPER PORTUGAL - BRAGANCA;GRANJA PORTUGAL;FORTALEZA;C;-3.7807845;-38.5966783;MANTEIGA VALE MILK 500G;1110;74;6,67%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;153;SUPER PORTUGAL - BRAGANCA;GRANJA PORTUGAL;FORTALEZA;C;-3.7807845;-38.5966783;MISTURA DE REQUEIJAO LIGHT DIPAULA 200G;0;0;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;153;SUPER PORTUGAL - BRAGANCA;GRANJA PORTUGAL;FORTALEZA;C;-3.7807845;-38.5966783;MISTURA DE REQUEIJAO LIGHT DIPAULA 400G;0;0;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;153;SUPER PORTUGAL - BRAGANCA;GRANJA PORTUGAL;FORTALEZA;C;-3.7807845;-38.5966783;MISTURA DE REQUEIJAO TRAD DIPAULA 200G;0;0;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;153;SUPER PORTUGAL - BRAGANCA;GRANJA PORTUGAL;FORTALEZA;C;-3.7807845;-38.5966783;MISTURA DE REQUEIJAO TRAD DIPAULA 400G;0;0;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;153;SUPER PORTUGAL - BRAGANCA;GRANJA PORTUGAL;FORTALEZA;C;-3.7807845;-38.5966783;NATA COM SAL VALE MILK 200G;13,4;0;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;153;SUPER PORTUGAL - BRAGANCA;GRANJA PORTUGAL;FORTALEZA;C;-3.7807845;-38.5966783;QUEIJO COALHO LIGHT VALE MILK 500G;190,24;0;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;153;SUPER PORTUGAL - BRAGANCA;GRANJA PORTUGAL;FORTALEZA;C;-3.7807845;-38.5966783;QUEIJO COALHO TRAD VALE MILK 4KG;0;0;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;153;SUPER PORTUGAL - BRAGANCA;GRANJA PORTUGAL;FORTALEZA;C;-3.7807845;-38.5966783;QUEIJO COALHO TRAD VALE MILK 500G;3183,78;13,86;0,44%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;153;SUPER PORTUGAL - BRAGANCA;GRANJA PORTUGAL;FORTALEZA;C;-3.7807845;-38.5966783;QUEIJO COALHO ZERO LAC VALE MILK 500G;403,48;19,0999928;4,73%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;153;SUPER PORTUGAL - BRAGANCA;GRANJA PORTUGAL;FORTALEZA;C;-3.7807845;-38.5966783;QUEIJO MINAS FRESCAL LIGHT VALE MILK 250G;117,82;0;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;153;SUPER PORTUGAL - BRAGANCA;GRANJA PORTUGAL;FORTALEZA;C;-3.7807845;-38.5966783;QUEIJO MINAS FRESCAL TRAD VALE MILK 250G;439,11;0;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;153;SUPER PORTUGAL - BRAGANCA;GRANJA PORTUGAL;FORTALEZA;C;-3.7807845;-38.5966783;QUEIJO MINAS FRESCAL ZERO VALE MILK 250G;175,5;0;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;153;SUPER PORTUGAL - BRAGANCA;GRANJA PORTUGAL;FORTALEZA;C;-3.7807845;-38.5966783;REQUEIJAO BISNAGA VALE MILK 400G;0;0;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;153;SUPER PORTUGAL - BRAGANCA;GRANJA PORTUGAL;FORTALEZA;C;-3.7807845;-38.5966783;REQUEIJAO LIGHT VALE MILK 200G;0;0;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;153;SUPER PORTUGAL - BRAGANCA;GRANJA PORTUGAL;FORTALEZA;C;-3.7807845;-38.5966783;REQUEIJAO LIGHT VALE MILK 400G;1740;0;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;153;SUPER PORTUGAL - BRAGANCA;GRANJA PORTUGAL;FORTALEZA;C;-3.7807845;-38.5966783;REQUEIJAO TRAD VALE MILK 200G;0;0;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;153;SUPER PORTUGAL - BRAGANCA;GRANJA PORTUGAL;FORTALEZA;C;-3.7807845;-38.5966783;REQUEIJAO TRAD VALE MILK 400G;2700;0;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;153;SUPER PORTUGAL - BRAGANCA;GRANJA PORTUGAL;FORTALEZA;C;-3.7807845;-38.5966783;REQUEIJAO ZERO LAC VALE MILK 200G;207,2;7,4;3,57%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;153;SUPER PORTUGAL - BRAGANCA;GRANJA PORTUGAL;FORTALEZA;C;-3.7807845;-38.5966783;RICOTA VALE MILK 200G;194,3;0;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;153;SUPER PORTUGAL - BRAGANCA;GRANJA PORTUGAL;FORTALEZA;C;-3.7807845;-38.5966783;Total;12312,63;131,9599928;1,07%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;153;Total;GRANJA PORTUGAL;FORTALEZA;C;-3.7807845;-38.5966783;;12312,63;131,9599928;1,07%
SUPER LAGOA;-;REDE;162;SUPER LAGOA - CD;PASSARE;FORTALEZA;C;-3.81528198;-38.55661271;BEBIDA LACTEA  BANDEJA MORANGO VALEMILK 540G;0;0;0,00%
SUPER LAGOA;-;REDE;162;SUPER LAGOA - CD;PASSARE;FORTALEZA;C;-3.81528198;-38.55661271;BEBIDA LACTEA BANDEJA MOR/SF VALEMILK 540G;13699,8144;486,72;3,55%
SUPER LAGOA;-;REDE;162;SUPER LAGOA - CD;PASSARE;FORTALEZA;C;-3.81528198;-38.55661271;BEBIDA LACTEA BANDEJA MORANGO DIPAULA 510G;0;0;0,00%
SUPER LAGOA;-;REDE;162;SUPER LAGOA - CD;PASSARE;FORTALEZA;C;-3.81528198;-38.55661271;BEBIDA LACTEA DE AMEIXA VALE MILK 900G;0;0;0,00%
SUPER LAGOA;-;REDE;162;SUPER LAGOA - CD;PASSARE;FORTALEZA;C;-3.81528198;-38.55661271;BEBIDA LACTEA DE GOIABA VALE MILK 900G;0;0;0,00%
SUPER LAGOA;-;REDE;162;SUPER LAGOA - CD;PASSARE;FORTALEZA;C;-3.81528198;-38.55661271;BEBIDA LACTEA DE GRAVIOLA VALE MILK 900G;0;0;0,00%
SUPER LAGOA;-;REDE;162;SUPER LAGOA - CD;PASSARE;FORTALEZA;C;-3.81528198;-38.55661271;BEBIDA LACTEA DE MORANGO DIPAULA 900G;0;0;0,00%
SUPER LAGOA;-;REDE;162;SUPER LAGOA - CD;PASSARE;FORTALEZA;C;-3.81528198;-38.55661271;BEBIDA LACTEA DE MORANGO VALE MILK 450G;0;0;0,00%
SUPER LAGOA;-;REDE;162;SUPER LAGOA - CD;PASSARE;FORTALEZA;C;-3.81528198;-38.55661271;BEBIDA LACTEA DE MORANGO VALE MILK 900G;0;0;0,00%
SUPER LAGOA;-;REDE;162;SUPER LAGOA - CD;PASSARE;FORTALEZA;C;-3.81528198;-38.55661271;BEBIDA LACTEA DE SALADA DE FRUTA VALE MILK 450G;0;0;0,00%
SUPER LAGOA;-;REDE;162;SUPER LAGOA - CD;PASSARE;FORTALEZA;C;-3.81528198;-38.55661271;BEBIDA LACTEA DE SALADA DE FRUTA VALE MILK 900G;0;0;0,00%
SUPER LAGOA;-;REDE;162;SUPER LAGOA - CD;PASSARE;FORTALEZA;C;-3.81528198;-38.55661271;COALHADA DESNATADA VALE MILK 140G;0;0;0,00%
SUPER LAGOA;-;REDE;162;SUPER LAGOA - CD;PASSARE;FORTALEZA;C;-3.81528198;-38.55661271;COALHADA INTEGRAL VALE MILK 140G;0;0;0,00%
SUPER LAGOA;-;REDE;162;SUPER LAGOA - CD;PASSARE;FORTALEZA;C;-3.81528198;-38.55661271;DOCE DE LEITE VALE MILK 400G;0;0;0,00%
